20230216 16:49:55 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:50:25 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java220 - closing the browser
20230216 16:53:43 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameusermenuDropdown
20230216 16:53:47 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 16:59:10 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java57 - started testscript nameusermenuDropdown
20230216 16:59:13 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java130 - going to th url = https://login.salesforce.com
20230216 20:28:03 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java58 - started testscript nameerrorLoginWrongInputs
20230216 20:28:07 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java131 - going to th url = https://login.salesforce.com
20230216 20:28:29 INFO  [main] SalesForceTests.SFDCLoginTests SFDCLoginTests.java124 - inside logintoFirebase method
20230216 20:29:09 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java58 - started testscript nameusermenuDropdown
20230216 20:29:12 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java131 - going to th url = https://login.salesforce.com
20230216 20:42:21 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript nameusermenuDropdown
20230216 20:42:23 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 20:48:04 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript nameusermenuDropdown
20230216 20:48:06 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 20:57:13 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript namemySettings
20230216 20:57:15 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 20:58:14 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript namemySettings
20230216 20:58:16 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 21:00:10 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript namemySettings
20230216 21:00:11 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java60 - started testscript namemySettings
20230216 21:00:14 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 21:00:16 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java133 - going to th url = https://login.salesforce.com
20230216 21:03:28 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript nameerrorLoginEmptyPassword
20230216 21:03:30 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:03:51 INFO  [main] SalesForceTests.SFDCLoginTests SFDCLoginTests.java16 - inside logintoFirebase method
20230216 21:04:10 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript nameusermenuDropdown
20230216 21:04:14 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:06:02 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript nameusermenuDropdown
20230216 21:06:04 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:10:34 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript namemySettings
20230216 21:10:36 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:12:05 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript namedevelopersConsole
20230216 21:12:07 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:13:40 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript namelogout
20230216 21:13:42 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to th url = https://login.salesforce.com
20230216 21:29:54 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java62 - started testscript namelogout
20230216 21:29:58 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java135 - going to the url = https://login.salesforce.com
20230216 21:34:47 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:34:50 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:36:51 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:36:54 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:41:31 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:41:34 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:42:11 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:42:13 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:46:36 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:46:39 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:49:31 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:49:34 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
20230216 21:51:23 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java56 - started testscript namelogout
20230216 21:51:26 INFO  [main] salesForceHelperTest.SalesForceHepler SalesForceHepler.java129 - going to the url = https://login.salesforce.com
